Student_ID,Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Dropout,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
STU_GUJ_011880,2020,SCH_098,Rajkot,Rural,Male,OBC,2,High,98.8,13.13,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,5,Secondary,Yes,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000812,2019,SCH_050,Bhavnagar,Urban,Female,SC,7,Very Low,83.3,5.88,Medium,Medium,Yes,Primary,Yes,No,Yes,No,4,Secondary,Yes,0,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005901,2020,SCH_010,Mehsana,Tribal,Male,OBC,12,High,75.6,12.23,Medium,High,No,Secondary,Yes,Yes,No,No,6,Primary,No,0,1,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004329,2021,SCH_078,Sabarkantha,Tribal,Female,SC,2,Low,56.9,3.24,Medium,Medium,No,Secondary,Yes,Yes,No,No,5,Secondary,Yes,0,0,0,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006374,2020,SCH_059,Vadodara,Rural,Female,OBC,12,Low,76.7,11.35,High,Medium,No,Primary,Yes,No,No,No,3,Illiterate,No,0,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003996,2022,SCH_097,Surat,Rural,Female,OBC,3,Very Low,98.4,3.19,Medium,Low,No,Illiterate,Yes,No,No,No,3,Primary,No,1,0,0,0,28,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
STU_GUJ_004383,2022,SCH_161,Junagadh,Urban,Female,General,10,Medium,52.0,23.82,Medium,Medium,Yes,Secondary,Yes,No,Yes,No,4,Illiterate,No,0,1,1,1,55,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_001731,2019,SCH_026,Bhavnagar,Tribal,Female,General,8,Low,86.3,19.31,Medium,High,No,Primary,Yes,No,Yes,Yes,6,Graduate,Yes,0,0,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004360,2024,SCH_078,Ahmedabad,Rural,Female,ST,6,Very Low,46.5,21.65,Medium,Low,No,Illiterate,Yes,Yes,Yes,No,4,Illiterate,No,1,0,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005028,2019,SCH_157,Patan,Urban,Male,OBC,12,Very Low,43.0,10.76,Low,Medium,Yes,Graduate,Yes,Yes,No,No,3,Primary,No,1,1,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001794,2025,SCH_147,Navsari,Rural,Male,SC,6,Medium,60.9,22.76,Low,Medium,Yes,Illiterate,Yes,No,Yes,No,8,Secondary,No,0,0,1,1,60,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009080,2020,SCH_135,Banaskantha,Urban,Female,General,12,Very Low,50.7,4.83,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,8,Secondary,No,1,1,0,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005467,2021,SCH_014,Mehsana,Rural,Female,ST,12,High,41.3,9.76,Low,Medium,No,Secondary,No,No,Yes,No,4,Secondary,No,1,1,1,1,64,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011128,2021,SCH_029,Valsad,Tribal,Male,General,3,Very Low,70.0,26.31,Low,High,No,Primary,Yes,Yes,No,No,6,Illiterate,Yes,1,0,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_008487,2025,SCH_049,Junagadh,Tribal,Male,SC,4,Very Low,48.5,17.18,Low,Low,Yes,Secondary,No,No,Yes,No,3,Illiterate,Yes,1,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_001122,2025,SCH_039,Amreli,Rural,Female,SC,5,Low,93.6,21.78,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Secondary,Yes,0,0,1,0,7,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004619,2020,SCH_180,Jamnagar,Rural,Male,OBC,1,High,90.9,2.49,Low,Medium,Yes,Primary,No,Yes,No,Yes,4,Graduate,Yes,0,0,0,0,27,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_005938,2025,SCH_063,Junagadh,Rural,Male,ST,5,Very Low,81.7,24.54,Low,Medium,Yes,Primary,Yes,Yes,No,No,3,Graduate,No,1,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009528,2022,SCH_108,Navsari,Urban,Male,ST,12,High,81.3,9.23,Medium,High,Yes,Primary,Yes,Yes,No,No,5,Primary,No,0,1,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002035,2019,SCH_139,Patan,Urban,Male,OBC,1,Medium,73.3,23.23,Medium,Medium,Yes,Primary,No,Yes,No,No,6,Secondary,Yes,0,0,1,0,11,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003127,2023,SCH_087,Rajkot,Urban,Male,General,11,High,49.3,27.74,Medium,High,Yes,Illiterate,No,No,No,No,8,Illiterate,No,0,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011065,2024,SCH_058,Junagadh,Tribal,Female,OBC,10,Medium,91.1,24.65,High,Medium,Yes,Primary,Yes,Yes,No,No,6,Secondary,No,0,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011823,2021,SCH_026,Amreli,Rural,Male,SC,10,Very Low,98.7,14.58,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,5,Illiterate,No,0,1,1,0,51,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_003828,2025,SCH_133,Patan,Urban,Male,OBC,8,Very Low,85.1,17.59,Medium,Medium,Yes,Secondary,Yes,No,No,Yes,6,Secondary,Yes,0,0,1,0,14,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004368,2024,SCH_113,Amreli,Rural,Female,ST,11,High,96.9,4.43,Medium,Low,No,Illiterate,Yes,Yes,Yes,Yes,3,Secondary,No,0,1,0,0,44,Medium,NO,Social Factor,Community Engagement,Monitor
STU_GUJ_005298,2024,SCH_056,Anand,Rural,Male,General,4,Medium,87.0,27.33,Low,High,No,Secondary,Yes,No,No,No,2,Primary,No,1,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003211,2019,SCH_048,Junagadh,Urban,Male,OBC,10,Low,88.8,16.04,Medium,High,No,Graduate,Yes,Yes,No,No,8,Illiterate,Yes,0,1,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009929,2025,SCH_179,Bharuch,Tribal,Female,General,9,Low,92.6,1.11,Medium,Low,Yes,Secondary,Yes,Yes,No,No,5,Illiterate,Yes,0,1,0,0,42,Medium,NO,Social Factor,Community Engagement,Monitor
STU_GUJ_002699,2020,SCH_150,Junagadh,Rural,Female,OBC,10,High,40.8,19.6,Low,Low,Yes,Primary,No,No,Yes,No,3,Illiterate,No,1,1,1,1,62,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008046,2023,SCH_083,Bhavnagar,Tribal,Male,ST,3,High,91.2,23.73,Medium,Low,Yes,Primary,Yes,Yes,No,No,6,Illiterate,Yes,0,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004280,2023,SCH_166,Morbi,Rural,Male,ST,9,Very Low,63.8,0.24,Low,High,Yes,Primary,Yes,Yes,No,Yes,2,Illiterate,No,0,1,0,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_000374,2022,SCH_017,Jamnagar,Urban,Female,SC,1,Medium,78.9,3.12,Medium,High,Yes,Primary,No,No,No,No,2,Primary,No,0,0,0,0,11,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_000625,2021,SCH_036,Banaskantha,Rural,Female,General,11,High,81.8,24.87,Medium,High,No,Illiterate,Yes,Yes,No,No,4,Illiterate,No,1,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011618,2024,SCH_044,Junagadh,Rural,Male,ST,10,Very Low,79.1,23.73,Low,Low,No,Illiterate,No,Yes,Yes,No,3,Illiterate,No,1,1,1,0,64,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_006097,2024,SCH_113,Valsad,Rural,Male,General,2,Medium,78.7,20.91,High,Low,No,Illiterate,Yes,Yes,Yes,No,8,Secondary,No,1,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004984,2025,SCH_066,Ahmedabad,Rural,Male,SC,10,Very Low,61.2,20.65,Medium,Low,No,Primary,Yes,Yes,No,No,5,Secondary,Yes,1,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003489,2023,SCH_096,Sabarkantha,Tribal,Female,General,6,Very Low,66.2,7.59,Medium,Low,No,Primary,Yes,Yes,No,No,8,Illiterate,Yes,1,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_011980,2020,SCH_134,Banaskantha,Tribal,Female,OBC,5,Very Low,77.4,12.9,High,Medium,Yes,Secondary,Yes,No,No,No,2,Secondary,Yes,0,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002037,2025,SCH_061,Dahod,Tribal,Female,OBC,7,High,83.6,7.48,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,Yes,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008389,2024,SCH_029,Morbi,Rural,Female,General,1,Low,46.3,15.85,Medium,High,Yes,Graduate,No,Yes,No,No,6,Illiterate,Yes,0,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000748,2023,SCH_147,Morbi,Rural,Male,SC,8,High,53.0,15.1,Low,Low,Yes,Graduate,Yes,No,Yes,No,6,Primary,Yes,0,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009038,2024,SCH_156,Mehsana,Tribal,Male,OBC,8,Medium,81.8,14.85,Medium,Medium,Yes,Illiterate,Yes,No,No,No,8,Graduate,Yes,1,0,1,0,16,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009146,2022,SCH_120,Ahmedabad,Urban,Female,OBC,9,Medium,73.0,13.75,Medium,Low,Yes,Primary,Yes,Yes,No,No,8,Primary,No,0,1,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004448,2025,SCH_148,Rajkot,Rural,Female,SC,9,Medium,87.4,12.43,Low,Medium,Yes,Primary,Yes,Yes,No,Yes,4,Primary,No,1,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011020,2022,SCH_034,Banaskantha,Rural,Female,OBC,2,Very Low,45.0,8.65,Low,Medium,No,Illiterate,Yes,Yes,No,No,5,Primary,No,1,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006744,2025,SCH_143,Bhavnagar,Rural,Male,OBC,1,Medium,97.9,23.56,Medium,Medium,No,Graduate,No,Yes,Yes,No,7,Secondary,Yes,1,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007503,2021,SCH_008,Mehsana,Rural,Male,General,10,Low,87.5,13.84,High,Medium,No,Graduate,No,Yes,No,No,7,Primary,No,1,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003101,2023,SCH_022,Amreli,Urban,Male,OBC,2,Low,93.7,25.59,Medium,Medium,Yes,Illiterate,Yes,No,No,No,2,Illiterate,No,0,0,1,0,8,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003300,2023,SCH_165,Valsad,Tribal,Female,ST,4,Medium,72.4,23.42,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,2,Illiterate,No,0,0,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_006246,2019,SCH_127,Amreli,Tribal,Male,OBC,7,Low,64.1,22.72,High,Low,Yes,Primary,No,No,No,No,7,Primary,No,0,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008293,2024,SCH_043,Dahod,Tribal,Female,OBC,9,Very Low,43.9,27.5,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,5,Illiterate,No,1,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007567,2024,SCH_127,Valsad,Urban,Female,OBC,11,Low,65.4,11.41,Low,Medium,Yes,Secondary,Yes,Yes,No,No,6,Graduate,No,1,1,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003432,2022,SCH_145,Jamnagar,Tribal,Male,SC,9,Very Low,56.3,10.22,Low,Low,Yes,Primary,No,Yes,No,No,4,Illiterate,Yes,1,1,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007119,2022,SCH_161,Morbi,Rural,Male,OBC,2,Very Low,69.1,15.25,Medium,Medium,Yes,Primary,Yes,No,No,No,4,Illiterate,No,0,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006806,2021,SCH_103,Sabarkantha,Urban,Male,General,6,Very Low,79.2,0.87,High,High,No,Graduate,Yes,No,No,No,5,Graduate,Yes,0,0,0,0,19,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
STU_GUJ_001262,2021,SCH_107,Rajkot,Urban,Male,General,8,Low,59.8,19.91,High,Medium,Yes,Secondary,No,No,No,No,7,Primary,Yes,1,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000648,2024,SCH_177,Jamnagar,Tribal,Female,General,5,Medium,83.4,20.59,High,Low,Yes,Illiterate,No,Yes,Yes,No,4,Illiterate,Yes,0,0,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000020,2022,SCH_078,Junagadh,Tribal,Male,SC,11,Low,82.9,3.43,Low,Low,Yes,Secondary,No,Yes,No,No,7,Illiterate,Yes,0,1,0,0,36,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_005609,2023,SCH_106,Surat,Urban,Female,General,11,Low,99.8,3.38,Medium,Medium,No,Graduate,No,No,No,No,2,Secondary,Yes,0,1,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_002146,2024,SCH_059,Jamnagar,Urban,Female,OBC,4,High,73.7,5.04,Medium,Medium,Yes,Secondary,Yes,No,Yes,No,5,Illiterate,Yes,1,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006921,2019,SCH_129,Navsari,Urban,Female,SC,4,Medium,57.7,27.88,Low,Low,Yes,Secondary,Yes,Yes,No,No,5,Primary,Yes,1,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005923,2022,SCH_151,Ahmedabad,Rural,Female,General,4,Medium,47.3,27.8,Medium,Medium,Yes,Graduate,Yes,No,No,No,6,Illiterate,Yes,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009412,2020,SCH_070,Anand,Tribal,Female,OBC,8,Low,95.6,8.32,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,2,Graduate,No,1,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002792,2020,SCH_061,Ahmedabad,Tribal,Female,SC,12,Very Low,95.8,17.77,Low,Medium,No,Primary,Yes,No,No,No,4,Graduate,No,1,1,1,0,57,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_004955,2019,SCH_083,Surat,Urban,Female,OBC,5,Very Low,83.0,8.1,High,Low,Yes,Graduate,Yes,Yes,No,No,4,Secondary,No,0,0,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006728,2020,SCH_152,Ahmedabad,Rural,Female,General,12,Low,70.8,13.34,Medium,Low,No,Illiterate,Yes,No,Yes,No,4,Illiterate,No,1,1,1,0,50,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_001906,2025,SCH_017,Navsari,Urban,Female,ST,10,Very Low,63.2,12.19,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Illiterate,No,1,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002022,2019,SCH_074,Surat,Rural,Male,SC,11,Low,66.1,10.44,High,Medium,No,Illiterate,No,No,No,No,4,Primary,Yes,0,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005358,2019,SCH_107,Mehsana,Rural,Male,OBC,9,Low,57.3,14.13,High,Medium,Yes,Illiterate,No,Yes,No,Yes,3,Primary,No,0,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003502,2024,SCH_096,Morbi,Rural,Female,SC,6,High,92.2,24.78,Low,High,Yes,Primary,Yes,Yes,No,No,6,Secondary,No,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001370,2022,SCH_101,Kutch,Urban,Male,OBC,12,Very Low,76.9,13.46,Low,Low,Yes,Secondary,Yes,No,Yes,No,8,Primary,No,1,1,1,0,60,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_004768,2019,SCH_051,Anand,Urban,Male,OBC,11,Low,55.9,22.22,Medium,Low,Yes,Primary,Yes,Yes,No,No,6,Secondary,No,0,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_001369,2022,SCH_069,Patan,Rural,Female,OBC,10,Very Low,63.2,7.4,Low,Low,Yes,Primary,Yes,Yes,No,No,5,Secondary,No,0,1,1,1,65,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009374,2019,SCH_160,Rajkot,Tribal,Male,OBC,12,Very Low,62.3,4.15,Low,High,No,Graduate,No,No,Yes,No,7,Illiterate,No,1,1,0,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009785,2025,SCH_180,Junagadh,Rural,Male,OBC,12,High,98.4,4.13,Low,Low,No,Secondary,No,Yes,No,No,6,Secondary,Yes,1,1,0,0,35,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_001942,2021,SCH_042,Jamnagar,Rural,Female,SC,5,Medium,80.5,12.2,Medium,Medium,Yes,Graduate,No,No,No,No,8,Secondary,No,0,0,1,0,15,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007589,2025,SCH_133,Sabarkantha,Rural,Female,OBC,8,Low,64.4,14.09,Low,Medium,Yes,Illiterate,Yes,No,No,No,3,Secondary,Yes,0,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001979,2025,SCH_037,Jamnagar,Rural,Female,General,11,Very Low,75.0,22.64,High,Medium,Yes,Illiterate,No,Yes,Yes,Yes,6,Secondary,No,1,1,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_008727,2022,SCH_112,Anand,Urban,Male,SC,1,Medium,57.4,16.04,Medium,Low,Yes,Illiterate,No,No,No,No,6,Illiterate,No,0,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005365,2019,SCH_018,Navsari,Urban,Male,SC,3,Very Low,69.7,20.74,Medium,Medium,No,Primary,Yes,Yes,No,No,4,Primary,No,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003367,2020,SCH_109,Jamnagar,Tribal,Female,OBC,2,Low,84.3,21.53,Low,Medium,Yes,Primary,No,No,No,No,2,Graduate,No,1,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006619,2021,SCH_002,Navsari,Rural,Male,ST,12,High,43.4,13.22,Medium,Medium,No,Illiterate,Yes,No,No,No,7,Secondary,No,1,1,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007114,2023,SCH_089,Mehsana,Tribal,Female,OBC,7,Very Low,52.7,26.42,Low,Medium,Yes,Secondary,No,No,No,No,5,Secondary,Yes,0,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005047,2021,SCH_005,Patan,Tribal,Female,SC,1,Medium,49.2,12.04,High,Medium,Yes,Primary,Yes,No,No,Yes,8,Illiterate,No,0,0,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003890,2025,SCH_022,Surat,Rural,Male,OBC,3,Medium,56.6,24.26,Medium,Medium,No,Secondary,Yes,No,No,No,8,Secondary,No,1,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003373,2023,SCH_147,Navsari,Urban,Male,SC,2,Low,98.7,2.11,High,Medium,No,Primary,No,Yes,No,Yes,5,Primary,No,0,0,0,0,21,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_004554,2022,SCH_004,Sabarkantha,Urban,Female,General,10,Low,42.1,5.05,High,High,No,Primary,Yes,No,No,No,2,Primary,No,1,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011193,2021,SCH_078,Rajkot,Urban,Male,General,10,Very Low,54.4,21.63,High,Medium,Yes,Secondary,Yes,Yes,No,No,8,Secondary,No,1,1,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003046,2025,SCH_061,Vadodara,Rural,Male,General,6,Low,52.8,17.82,Medium,Low,No,Secondary,No,Yes,No,Yes,5,Secondary,No,0,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004811,2022,SCH_027,Anand,Tribal,Male,OBC,1,High,45.8,22.18,Low,High,Yes,Illiterate,No,Yes,Yes,No,7,Illiterate,Yes,0,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002334,2021,SCH_060,Banaskantha,Rural,Female,SC,6,Medium,92.7,25.39,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,Yes,1,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000840,2019,SCH_010,Kutch,Tribal,Male,General,8,Low,47.5,26.79,Low,Medium,No,Secondary,Yes,Yes,Yes,Yes,4,Secondary,No,0,0,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005263,2021,SCH_083,Valsad,Rural,Female,OBC,2,Very Low,84.8,13.17,Low,Medium,No,Secondary,Yes,No,Yes,No,6,Primary,No,0,0,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_008517,2019,SCH_150,Morbi,Rural,Male,SC,3,Low,99.0,17.86,Medium,Medium,Yes,Primary,Yes,Yes,No,No,5,Illiterate,No,0,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010905,2021,SCH_109,Vadodara,Urban,Male,OBC,11,Low,83.8,16.35,Medium,Medium,Yes,Graduate,Yes,No,No,No,2,Illiterate,No,1,1,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001435,2019,SCH_045,Navsari,Tribal,Female,ST,2,Medium,46.8,3.04,Low,Low,No,Secondary,Yes,No,No,No,7,Illiterate,Yes,1,0,0,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003858,2020,SCH_091,Rajkot,Rural,Male,OBC,3,Medium,64.0,12.11,High,Medium,No,Illiterate,Yes,Yes,No,No,7,Primary,Yes,0,0,1,1,25,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004602,2019,SCH_024,Mehsana,Rural,Male,General,11,Low,94.3,20.47,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,3,Secondary,No,1,1,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002674,2022,SCH_164,Sabarkantha,Rural,Female,ST,3,Low,97.3,15.28,Medium,High,Yes,Primary,Yes,No,No,Yes,7,Primary,No,0,0,1,0,36,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005181,2024,SCH_170,Junagadh,Rural,Female,OBC,6,Low,50.2,15.69,Medium,Medium,No,Primary,Yes,No,Yes,No,2,Secondary,Yes,0,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000488,2019,SCH_122,Amreli,Urban,Male,General,4,Low,56.2,12.19,High,High,Yes,Illiterate,No,No,No,Yes,6,Illiterate,Yes,0,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005518,2025,SCH_098,Ahmedabad,Tribal,Male,OBC,1,Very Low,51.7,14.18,High,Low,No,Secondary,Yes,No,No,No,6,Secondary,Yes,0,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000534,2020,SCH_083,Rajkot,Rural,Female,General,6,High,85.4,11.87,Low,Low,Yes,Primary,No,No,No,No,5,Illiterate,Yes,0,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007603,2021,SCH_168,Surat,Urban,Female,OBC,11,Medium,45.9,15.29,High,Low,Yes,Illiterate,Yes,No,No,No,3,Primary,No,1,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007607,2022,SCH_104,Gandhinagar,Rural,Male,General,8,Medium,51.2,1.78,Medium,Low,Yes,Primary,Yes,No,No,No,5,Primary,Yes,0,0,0,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006082,2020,SCH_075,Anand,Tribal,Female,ST,1,Very Low,52.5,4.28,Low,High,Yes,Primary,No,No,No,No,6,Illiterate,No,1,0,0,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002961,2021,SCH_087,Vadodara,Rural,Male,General,7,Low,57.4,2.68,High,Medium,No,Primary,Yes,No,Yes,No,5,Primary,No,0,0,0,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002184,2024,SCH_022,Jamnagar,Tribal,Male,ST,11,Very Low,69.9,11.93,Low,Medium,No,Illiterate,No,No,Yes,No,2,Primary,Yes,0,1,1,1,61,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010965,2023,SCH_104,Jamnagar,Tribal,Female,General,2,Very Low,67.4,9.45,Medium,High,No,Illiterate,Yes,No,No,No,5,Illiterate,No,0,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004169,2019,SCH_142,Junagadh,Urban,Female,General,1,Medium,57.9,3.74,Medium,High,Yes,Illiterate,Yes,No,No,No,5,Illiterate,No,1,0,0,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005720,2024,SCH_010,Bhavnagar,Urban,Female,General,4,Low,52.1,21.39,Low,Medium,No,Graduate,Yes,No,No,No,8,Illiterate,Yes,1,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
