Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
2021,SCH_029,Valsad,Tribal,Male,General,3,Very Low,70.0,26.31,Low,High,No,Primary,Yes,Yes,No,No,6,Illiterate,Yes,0,1,0,46,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_049,Junagadh,Tribal,Male,SC,4,Very Low,48.5,17.18,Low,Low,Yes,Secondary,No,No,Yes,No,3,Illiterate,Yes,0,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_039,Amreli,Rural,Female,SC,5,Low,93.6,21.78,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Secondary,Yes,0,1,0,12,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_180,Jamnagar,Rural,Male,OBC,1,High,90.9,2.49,Low,Medium,Yes,Primary,No,Yes,No,Yes,4,Graduate,Yes,0,0,0,19,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_063,Junagadh,Rural,Male,ST,5,Very Low,81.7,24.54,Low,Medium,Yes,Primary,Yes,Yes,No,No,3,Graduate,No,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_108,Navsari,Urban,Male,ST,12,High,81.3,9.23,Medium,High,Yes,Primary,Yes,Yes,No,No,5,Primary,No,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_139,Patan,Urban,Male,OBC,1,Medium,73.3,23.23,Medium,Medium,Yes,Primary,No,Yes,No,No,6,Secondary,Yes,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_087,Rajkot,Urban,Male,General,11,High,49.3,27.74,Medium,High,Yes,Illiterate,No,No,No,No,8,Illiterate,No,1,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_058,Junagadh,Tribal,Female,OBC,10,Medium,91.1,24.65,High,Medium,Yes,Primary,Yes,Yes,No,No,6,Secondary,No,1,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_026,Amreli,Rural,Male,SC,10,Very Low,98.7,14.58,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,5,Illiterate,No,1,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_133,Patan,Urban,Male,OBC,8,Very Low,85.1,17.59,Medium,Medium,Yes,Secondary,Yes,No,No,Yes,6,Secondary,Yes,0,1,0,15,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_113,Amreli,Rural,Female,ST,11,High,96.9,4.43,Medium,Low,No,Illiterate,Yes,Yes,Yes,Yes,3,Secondary,No,1,0,0,46,Medium,NO,Social Factor,Community Engagement,Monitor
2024,SCH_056,Anand,Rural,Male,General,4,Medium,87.0,27.33,Low,High,No,Secondary,Yes,No,No,No,2,Primary,No,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_048,Junagadh,Urban,Male,OBC,10,Low,88.8,16.04,Medium,High,No,Graduate,Yes,Yes,No,No,8,Illiterate,Yes,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_179,Bharuch,Tribal,Female,General,9,Low,92.6,1.11,Medium,Low,Yes,Secondary,Yes,Yes,No,No,5,Illiterate,Yes,1,0,0,32,Low,NO,Social Factor,Community Engagement,Low Priority
2020,SCH_150,Junagadh,Rural,Female,OBC,10,High,40.8,19.6,Low,Low,Yes,Primary,No,No,Yes,No,3,Illiterate,No,1,1,1,66,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_083,Bhavnagar,Tribal,Male,ST,3,High,91.2,23.73,Medium,Low,Yes,Primary,Yes,Yes,No,No,6,Illiterate,Yes,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_166,Morbi,Rural,Male,ST,9,Very Low,63.8,0.24,Low,High,Yes,Primary,Yes,Yes,No,Yes,2,Illiterate,No,1,0,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_017,Jamnagar,Urban,Female,SC,1,Medium,78.9,3.12,Medium,High,Yes,Primary,No,No,No,No,2,Primary,No,0,0,0,15,Low,NO,Social Factor,Community Engagement,Low Priority
2021,SCH_036,Banaskantha,Rural,Female,General,11,High,81.8,24.87,Medium,High,No,Illiterate,Yes,Yes,No,No,4,Illiterate,No,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_044,Junagadh,Rural,Male,ST,10,Very Low,79.1,23.73,Low,Low,No,Illiterate,No,Yes,Yes,No,3,Illiterate,No,1,1,0,52,Medium,NO,Travel Constraint,Provide Transport,Monitor
2024,SCH_113,Valsad,Rural,Male,General,2,Medium,78.7,20.91,High,Low,No,Illiterate,Yes,Yes,Yes,No,8,Secondary,No,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_066,Ahmedabad,Rural,Male,SC,10,Very Low,61.2,20.65,Medium,Low,No,Primary,Yes,Yes,No,No,5,Secondary,Yes,1,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_096,Sabarkantha,Tribal,Female,General,6,Very Low,66.2,7.59,Medium,Low,No,Primary,Yes,Yes,No,No,8,Illiterate,Yes,0,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_134,Banaskantha,Tribal,Female,OBC,5,Very Low,77.4,12.9,High,Medium,Yes,Secondary,Yes,No,No,No,2,Secondary,Yes,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_061,Dahod,Tribal,Female,OBC,7,High,83.6,7.48,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,Yes,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_029,Morbi,Rural,Female,General,1,Low,46.3,15.85,Medium,High,Yes,Graduate,No,Yes,No,No,6,Illiterate,Yes,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_147,Morbi,Rural,Male,SC,8,High,53.0,15.1,Low,Low,Yes,Graduate,Yes,No,Yes,No,6,Primary,Yes,0,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_156,Mehsana,Tribal,Male,OBC,8,Medium,81.8,14.85,Medium,Medium,Yes,Illiterate,Yes,No,No,No,8,Graduate,Yes,0,1,0,16,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_120,Ahmedabad,Urban,Female,OBC,9,Medium,73.0,13.75,Medium,Low,Yes,Primary,Yes,Yes,No,No,8,Primary,No,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_148,Rajkot,Rural,Female,SC,9,Medium,87.4,12.43,Low,Medium,Yes,Primary,Yes,Yes,No,Yes,4,Primary,No,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_034,Banaskantha,Rural,Female,OBC,2,Very Low,45.0,8.65,Low,Medium,No,Illiterate,Yes,Yes,No,No,5,Primary,No,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_143,Bhavnagar,Rural,Male,OBC,1,Medium,97.9,23.56,Medium,Medium,No,Graduate,No,Yes,Yes,No,7,Secondary,Yes,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_008,Mehsana,Rural,Male,General,10,Low,87.5,13.84,High,Medium,No,Graduate,No,Yes,No,No,7,Primary,No,1,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_022,Amreli,Urban,Male,OBC,2,Low,93.7,25.59,Medium,Medium,Yes,Illiterate,Yes,No,No,No,2,Illiterate,No,0,1,0,4,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_165,Valsad,Tribal,Female,ST,4,Medium,72.4,23.42,High,Medium,Yes,Illiterate,Yes,Yes,Yes,No,2,Illiterate,No,0,1,0,50,Medium,NO,Travel Constraint,Provide Transport,Monitor
2019,SCH_127,Amreli,Tribal,Male,OBC,7,Low,64.1,22.72,High,Low,Yes,Primary,No,No,No,No,7,Primary,No,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_043,Dahod,Tribal,Female,OBC,9,Very Low,43.9,27.5,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,5,Illiterate,No,1,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_127,Valsad,Urban,Female,OBC,11,Low,65.4,11.41,Low,Medium,Yes,Secondary,Yes,Yes,No,No,6,Graduate,No,1,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_145,Jamnagar,Tribal,Male,SC,9,Very Low,56.3,10.22,Low,Low,Yes,Primary,No,Yes,No,No,4,Illiterate,Yes,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_161,Morbi,Rural,Male,OBC,2,Very Low,69.1,15.25,Medium,Medium,Yes,Primary,Yes,No,No,No,4,Illiterate,No,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_103,Sabarkantha,Urban,Male,General,6,Very Low,79.2,0.87,High,High,No,Graduate,Yes,No,No,No,5,Graduate,Yes,0,0,0,15,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2021,SCH_107,Rajkot,Urban,Male,General,8,Low,59.8,19.91,High,Medium,Yes,Secondary,No,No,No,No,7,Primary,Yes,0,1,1,16,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_177,Jamnagar,Tribal,Female,General,5,Medium,83.4,20.59,High,Low,Yes,Illiterate,No,Yes,Yes,No,4,Illiterate,Yes,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_078,Junagadh,Tribal,Male,SC,11,Low,82.9,3.43,Low,Low,Yes,Secondary,No,Yes,No,No,7,Illiterate,Yes,1,0,0,36,Low,NO,Social Factor,Community Engagement,Low Priority
2023,SCH_106,Surat,Urban,Female,General,11,Low,99.8,3.38,Medium,Medium,No,Graduate,No,No,No,No,2,Secondary,Yes,1,0,0,31,Low,NO,Social Factor,Community Engagement,Low Priority
2024,SCH_059,Jamnagar,Urban,Female,OBC,4,High,73.7,5.04,Medium,Medium,Yes,Secondary,Yes,No,Yes,No,5,Illiterate,Yes,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_129,Navsari,Urban,Female,SC,4,Medium,57.7,27.88,Low,Low,Yes,Secondary,Yes,Yes,No,No,5,Primary,Yes,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_151,Ahmedabad,Rural,Female,General,4,Medium,47.3,27.8,Medium,Medium,Yes,Graduate,Yes,No,No,No,6,Illiterate,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_070,Anand,Tribal,Female,OBC,8,Low,95.6,8.32,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,2,Graduate,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_061,Ahmedabad,Tribal,Female,SC,12,Very Low,95.8,17.77,Low,Medium,No,Primary,Yes,No,No,No,4,Graduate,No,1,1,0,55,Medium,NO,Travel Constraint,Provide Transport,Monitor
2019,SCH_083,Surat,Urban,Female,OBC,5,Very Low,83.0,8.1,High,Low,Yes,Graduate,Yes,Yes,No,No,4,Secondary,No,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_152,Ahmedabad,Rural,Female,General,12,Low,70.8,13.34,Medium,Low,No,Illiterate,Yes,No,Yes,No,4,Illiterate,No,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_017,Navsari,Urban,Female,ST,10,Very Low,63.2,12.19,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Illiterate,No,1,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_074,Surat,Rural,Male,SC,11,Low,66.1,10.44,High,Medium,No,Illiterate,No,No,No,No,4,Primary,Yes,1,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_107,Mehsana,Rural,Male,OBC,9,Low,57.3,14.13,High,Medium,Yes,Illiterate,No,Yes,No,Yes,3,Primary,No,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_096,Morbi,Rural,Female,SC,6,High,92.2,24.78,Low,High,Yes,Primary,Yes,Yes,No,No,6,Secondary,No,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_101,Kutch,Urban,Male,OBC,12,Very Low,76.9,13.46,Low,Low,Yes,Secondary,Yes,No,Yes,No,8,Primary,No,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
2019,SCH_051,Anand,Urban,Male,OBC,11,Low,55.9,22.22,Medium,Low,Yes,Primary,Yes,Yes,No,No,6,Secondary,No,1,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_069,Patan,Rural,Female,OBC,10,Very Low,63.2,7.4,Low,Low,Yes,Primary,Yes,Yes,No,No,5,Secondary,No,1,1,1,63,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_160,Rajkot,Tribal,Male,OBC,12,Very Low,62.3,4.15,Low,High,No,Graduate,No,No,Yes,No,7,Illiterate,No,1,0,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_180,Junagadh,Rural,Male,OBC,12,High,98.4,4.13,Low,Low,No,Secondary,No,Yes,No,No,6,Secondary,Yes,1,0,0,38,Low,NO,Social Factor,Community Engagement,Low Priority
2021,SCH_042,Jamnagar,Rural,Female,SC,5,Medium,80.5,12.2,Medium,Medium,Yes,Graduate,No,No,No,No,8,Secondary,No,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_133,Sabarkantha,Rural,Female,OBC,8,Low,64.4,14.09,Low,Medium,Yes,Illiterate,Yes,No,No,No,3,Secondary,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_037,Jamnagar,Rural,Female,General,11,Very Low,75.0,22.64,High,Medium,Yes,Illiterate,No,Yes,Yes,Yes,6,Secondary,No,1,1,0,51,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_112,Anand,Urban,Male,SC,1,Medium,57.4,16.04,Medium,Low,Yes,Illiterate,No,No,No,No,6,Illiterate,No,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_018,Navsari,Urban,Male,SC,3,Very Low,69.7,20.74,Medium,Medium,No,Primary,Yes,Yes,No,No,4,Primary,No,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_109,Jamnagar,Tribal,Female,OBC,2,Low,84.3,21.53,Low,Medium,Yes,Primary,No,No,No,No,2,Graduate,No,0,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_002,Navsari,Rural,Male,ST,12,High,43.4,13.22,Medium,Medium,No,Illiterate,Yes,No,No,No,7,Secondary,No,1,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_089,Mehsana,Tribal,Female,OBC,7,Very Low,52.7,26.42,Low,Medium,Yes,Secondary,No,No,No,No,5,Secondary,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_005,Patan,Tribal,Female,SC,1,Medium,49.2,12.04,High,Medium,Yes,Primary,Yes,No,No,Yes,8,Illiterate,No,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_022,Surat,Rural,Male,OBC,3,Medium,56.6,24.26,Medium,Medium,No,Secondary,Yes,No,No,No,8,Secondary,No,0,1,1,24,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_147,Navsari,Urban,Male,SC,2,Low,98.7,2.11,High,Medium,No,Primary,No,Yes,No,Yes,5,Primary,No,0,0,0,23,Low,NO,Social Factor,Community Engagement,Low Priority
2022,SCH_004,Sabarkantha,Urban,Female,General,10,Low,42.1,5.05,High,High,No,Primary,Yes,No,No,No,2,Primary,No,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_078,Rajkot,Urban,Male,General,10,Very Low,54.4,21.63,High,Medium,Yes,Secondary,Yes,Yes,No,No,8,Secondary,No,1,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_061,Vadodara,Rural,Male,General,6,Low,52.8,17.82,Medium,Low,No,Secondary,No,Yes,No,Yes,5,Secondary,No,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_027,Anand,Tribal,Male,OBC,1,High,45.8,22.18,Low,High,Yes,Illiterate,No,Yes,Yes,No,7,Illiterate,Yes,0,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_060,Banaskantha,Rural,Female,SC,6,Medium,92.7,25.39,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,Yes,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_010,Kutch,Tribal,Male,General,8,Low,47.5,26.79,Low,Medium,No,Secondary,Yes,Yes,Yes,Yes,4,Secondary,No,0,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_083,Valsad,Rural,Female,OBC,2,Very Low,84.8,13.17,Low,Medium,No,Secondary,Yes,No,Yes,No,6,Primary,No,0,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_150,Morbi,Rural,Male,SC,3,Low,99.0,17.86,Medium,Medium,Yes,Primary,Yes,Yes,No,No,5,Illiterate,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_109,Vadodara,Urban,Male,OBC,11,Low,83.8,16.35,Medium,Medium,Yes,Graduate,Yes,No,No,No,2,Illiterate,No,1,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_045,Navsari,Tribal,Female,ST,2,Medium,46.8,3.04,Low,Low,No,Secondary,Yes,No,No,No,7,Illiterate,Yes,0,0,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_091,Rajkot,Rural,Male,OBC,3,Medium,64.0,12.11,High,Medium,No,Illiterate,Yes,Yes,No,No,7,Primary,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_024,Mehsana,Rural,Male,General,11,Low,94.3,20.47,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,3,Secondary,No,1,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_164,Sabarkantha,Rural,Female,ST,3,Low,97.3,15.28,Medium,High,Yes,Primary,Yes,No,No,Yes,7,Primary,No,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_170,Junagadh,Rural,Female,OBC,6,Low,50.2,15.69,Medium,Medium,No,Primary,Yes,No,Yes,No,2,Secondary,Yes,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_122,Amreli,Urban,Male,General,4,Low,56.2,12.19,High,High,Yes,Illiterate,No,No,No,Yes,6,Illiterate,Yes,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_098,Ahmedabad,Tribal,Male,OBC,1,Very Low,51.7,14.18,High,Low,No,Secondary,Yes,No,No,No,6,Secondary,Yes,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_083,Rajkot,Rural,Female,General,6,High,85.4,11.87,Low,Low,Yes,Primary,No,No,No,No,5,Illiterate,Yes,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_168,Surat,Urban,Female,OBC,11,Medium,45.9,15.29,High,Low,Yes,Illiterate,Yes,No,No,No,3,Primary,No,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_104,Gandhinagar,Rural,Male,General,8,Medium,51.2,1.78,Medium,Low,Yes,Primary,Yes,No,No,No,5,Primary,Yes,0,0,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_075,Anand,Tribal,Female,ST,1,Very Low,52.5,4.28,Low,High,Yes,Primary,No,No,No,No,6,Illiterate,No,0,0,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_087,Vadodara,Rural,Male,General,7,Low,57.4,2.68,High,Medium,No,Primary,Yes,No,Yes,No,5,Primary,No,0,0,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_022,Jamnagar,Tribal,Male,ST,11,Very Low,69.9,11.93,Low,Medium,No,Illiterate,No,No,Yes,No,2,Primary,Yes,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_104,Jamnagar,Tribal,Female,General,2,Very Low,67.4,9.45,Medium,High,No,Illiterate,Yes,No,No,No,5,Illiterate,No,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_142,Junagadh,Urban,Female,General,1,Medium,57.9,3.74,Medium,High,Yes,Illiterate,Yes,No,No,No,5,Illiterate,No,0,0,1,18,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_010,Bhavnagar,Urban,Female,General,4,Low,52.1,21.39,Low,Medium,No,Graduate,Yes,No,No,No,8,Illiterate,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_028,Bhavnagar,Rural,Female,SC,5,Low,74.2,14.78,Medium,Medium,Yes,Secondary,Yes,No,No,Yes,3,Primary,No,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_069,Bhavnagar,Tribal,Female,OBC,3,Medium,73.7,2.88,Low,High,Yes,Primary,No,Yes,No,No,6,Primary,Yes,0,0,0,19,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_084,Bhavnagar,Urban,Male,OBC,4,High,84.9,20.86,Low,Medium,No,Primary,Yes,Yes,No,No,2,Secondary,No,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_059,Gandhinagar,Rural,Female,SC,2,Very Low,63.4,6.67,High,High,Yes,Primary,Yes,Yes,No,No,4,Secondary,No,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_030,Patan,Rural,Female,OBC,8,Medium,99.6,27.92,Medium,Medium,No,Illiterate,Yes,No,Yes,Yes,5,Primary,No,0,1,0,47,Medium,NO,Travel Constraint,Provide Transport,Monitor
2024,SCH_020,Mehsana,Urban,Male,SC,9,High,43.3,4.16,Low,Medium,No,Primary,Yes,Yes,No,No,6,Primary,Yes,1,0,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_080,Anand,Rural,Male,OBC,5,Very Low,90.1,17.27,High,Low,Yes,Illiterate,Yes,Yes,No,No,4,Primary,No,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_157,Kutch,Tribal,Male,SC,11,Very Low,57.8,13.21,Low,Low,Yes,Primary,Yes,No,No,No,8,Secondary,No,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_012,Patan,Urban,Female,OBC,11,Low,82.7,26.97,Medium,Medium,No,Secondary,No,No,No,No,4,Primary,Yes,1,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_021,Sabarkantha,Urban,Male,SC,10,High,55.9,15.45,Medium,Low,No,Secondary,Yes,No,No,No,2,Graduate,No,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_013,Vadodara,Urban,Female,OBC,3,High,54.6,27.71,Low,Medium,No,Illiterate,Yes,Yes,No,No,8,Illiterate,Yes,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_055,Bhavnagar,Urban,Female,General,8,Low,73.2,11.56,Low,High,Yes,Secondary,Yes,No,Yes,No,6,Primary,Yes,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_164,Mehsana,Rural,Male,ST,7,Low,99.6,4.23,Medium,Medium,Yes,Primary,Yes,No,No,No,7,Secondary,No,0,0,0,20,Low,NO,Social Factor,Community Engagement,Low Priority
2020,SCH_136,Surat,Urban,Male,General,9,Low,62.5,24.8,Low,High,Yes,Secondary,Yes,No,No,No,8,Illiterate,Yes,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_055,Valsad,Tribal,Female,SC,4,Low,78.1,21.23,Medium,High,Yes,Illiterate,Yes,No,Yes,No,5,Secondary,No,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_034,Rajkot,Urban,Female,SC,4,Very Low,58.9,26.61,Medium,Low,Yes,Primary,Yes,Yes,No,No,8,Secondary,Yes,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_015,Navsari,Rural,Female,OBC,7,Very Low,82.2,19.1,Medium,High,Yes,Primary,No,No,No,No,7,Illiterate,Yes,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_165,Valsad,Urban,Female,General,9,Very Low,74.9,23.8,Medium,Low,No,Illiterate,Yes,Yes,No,No,4,Primary,Yes,1,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
2023,SCH_024,Valsad,Tribal,Male,OBC,10,Very Low,86.2,18.98,Low,Low,Yes,Secondary,No,No,No,Yes,4,Illiterate,Yes,1,1,0,47,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_007,Bhavnagar,Rural,Male,SC,5,Very Low,67.6,24.69,High,Medium,Yes,Secondary,Yes,No,No,No,3,Secondary,No,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_151,Dahod,Rural,Female,SC,10,Very Low,97.7,0.96,Medium,Low,Yes,Primary,Yes,No,Yes,No,5,Graduate,No,1,0,0,42,Medium,NO,Economic Pressure,Provide Scholarship,Monitor
2024,SCH_051,Ahmedabad,Rural,Female,SC,12,Low,80.0,1.16,High,Low,No,Illiterate,No,Yes,No,No,8,Graduate,Yes,1,0,0,30,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_147,Anand,Rural,Male,ST,9,Very Low,42.8,7.76,Low,High,Yes,Graduate,Yes,No,Yes,No,6,Graduate,No,1,1,1,63,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_142,Morbi,Rural,Female,SC,11,Medium,68.7,27.8,High,Low,Yes,Secondary,No,No,No,No,6,Illiterate,No,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_025,Kutch,Rural,Male,OBC,12,Low,85.1,25.38,High,High,No,Primary,Yes,Yes,No,No,8,Primary,Yes,1,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_062,Kutch,Rural,Female,General,10,Medium,72.6,12.5,Medium,High,Yes,Illiterate,Yes,No,No,No,6,Primary,Yes,1,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_174,Bhavnagar,Urban,Female,OBC,1,High,88.2,11.21,Medium,Low,No,Secondary,Yes,Yes,No,No,2,Illiterate,No,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
